Sentiments,Reviews
neutral,Same as shown in pictures Paked well But remot is not working properly just work near to controler
neutral,Product received in good condition. giving 3 star because colors not properly changing. single color only RGB supported. White and warm not available even available at remote. product is good in this price.
neutral,overall light effects are awesome but this light cannot stick properly on flat surface as i mentioned in pictures and this light power supply heat up very quickly
neutral,"The lights are pretty cool, but only Blue, Green, and Red work, I was hoping for the other colours to work but they aren’t working. I’m going to give this 3 stars."
neutral,Received the product in good shape and packaging but I was very disappointed to see that the remote control is not working. Probably the cell it has is of less power. Giving 3 stars only because remote is not working else everything is perfect!
neutral,one is perfect but in other light blue colour is not working what should i do?
neutral,It was just good not a high quality
neutral,Not bad the adhesive wasn’t the best but it worked the back cord is really short I still made do overall seems good and has nice colours
neutral,"it was nicely packed but it was very short in length, it didn't even cover my bed sides i am a little disappointed . and the solid white and purple color is not working"
neutral,worked great for 3 months but then it didn't work as i lost it's adapter the price should be a little low packaging was good
neutral,"Its worth it for the price, but very fragile and hence can be damaged easily. There was no guide on how to apply the strip and the glue which would help in sticking the strip was not of a good quality. But overall will give it a solid 7/10."
neutral,overall the product was good enough but the adaptater that came with it didn't work so i had to buy a new one which came up to a total of more than 1500 pkr
neutral,"Bit of disappointment, showed picture in Listing reflect misleading to buyer, Led Strip light is not like showed in Picture, But they are not bad lights, Quality of remote Connector connects to light is poor, it is already broken Wire length on power adapter is too short it too short that user has to use 3 to 4 ft light in order to connect to electric wall socket which is waste of LED light. Seller/Manufacturer could add 3 ft wire to Adapter and charge 20 to 30 Rupees extra."
negative,"The lights worked great for the first two days, however after two days the light strip broke from the adapter wire and the lights immediately stopped working. Very disappointed."
neutral,its good but very tiny not accpected it to be that small
neutral,"Product material quality was average, delivered as described, otherwise working fine."
neutral,It’s amazing but my strobe effect doesn’t work
positive,It’s good I haven’t set it yet but I will in a bit so far so good
neutral,average product
neutral,"They will be a bit hard to place since the wire from the plug is really small. Also, it doesnt work normally and someone has to apply pressure on the wire for it to work. kinda makes things difficult now:/"
positive,Noice
neutral,They are very Good But the adapter is not of long life quality After getting hot it Shuts down automatically
negative,First I order it and it is damaged. Then I contact to shizi company then they give me Voucher and I purchased again then it is right. I don't recommend bcoz it only have 3 - 4 colours
neutral,"I am a bit disappointing it isnt sticking with double tape or any other tape because of the material used in the strips, the plug/adapter is really lose but the lights are good"
neutral,received as advertised but only the issue I found is remote control range. remote is only working when we point exactly to receiver and also very close to receiver.
negative,Colour is Good but the quality is bad ... Daraz order ability is very bad.i order 1 but it's send again and again i collect 2 same order and 3rd one is i cancel because same order again deliver
neutral,It is very helpful in lighting the room but its smaller than the picture lights so not that good or bad 😅
neutral,Ordered these lights received within 3 days I'm so happy. Thank you. But the sticking isn't good.
neutral,it was good but it suddenly stopped working and the cord to connect it to the switch was short and the colors were ok
negative,"i ordered 2 of these and one of them was non functional so i returned it, please make sure to check your products before sending them"
positive,The product by bali advertising is so wonderful.. i love the product the customization and the response of seller .. overall the product is awesome and reached before time that's the best part.. highly recommended .. Thanks daraz and seller..
positive,Maa Shaa Allah nice❤️ Same as shown in pic & also was well packed. Thanku so much❤️😍
positive,It comes with good packaging 👍 and i loved it❤️ the seller is also very cooperative... Recommended 💯
positive,"I am very happy to see the lamp, it has turned out very well. The packing is also very good and the quality is also very good.The seller is also very cooperative.A great gift to give someone.highly recommend to all buy from here. thanku seller. thanku daraz."
positive,"very neat and clear work ❤ very fast delivery totally satisfied with the product , seller an also daraz❤ keep it up"
positive,nice one💖....recieved in perfect condition without any damage👍....but produces a low frequency but penetrating sound while on😐
positive,I got my parcel yesterday and i am satisfied. I like packing and quality or text and art on transparent plastic glass material. Recommended
positive,First of all packing was awesome and the parcel is it as shown in picture and delivered in 2 days .Overall very very nice product
positive,Mashallah. Received my parcel safe and sound. The product is exactly as shown in pictures. The plastic frame was a little cheap and scratched but other than that these frames are amazing according to the price. Satisfied.
positive,"beautifully designed and well packed product I received from this merchandiser... I just loved it, very delicate and light weight with fine finishing lamp... I must recommend it... and of course with free delivery it makes me happy too 😄🤭"
positive,perfect👍👍 awesom product highly recommended ☺️ beautiful 👍
positive,It's good the lamp light is just fine at night Am satisfied
positive,highly recommended. The delivery was on time. and the lamp is awesome.it is really very beautiful and feblous. in short I am completely satisfied
neutral,well packed but it has light scratches on its glass frame and i guess price is high for this product it should be a little bit low. other than that its a good product.
positive,This Product is amazing and I enjoyed the shopping from Daraz i have always received same products which were in pictures
positive,"Very nice and beautiful , I liked it most and I asked them to deliver quickly and they did it within 3 to 4 days . Very nice and Kind response from Seller. Nice and amazingly beautiful product. Totally recommended."
positive,I’ve ordered this lamp from their website it’s pretty good I’ll surely recommend. 10/10 will buy again InShaAllah .🤍
positive,i am very satisfied from seller. he sent me product same as pic. excellent quality. Higly recommended. best for gift. Thankyou!
neutral,"I ordered 2 lamps. Qualiy is normal acrylic plastic, and the base is chipboard wood. The only best thing was order ache sy packed tha. 🌟"
positive,"Product is little smaller but absolutely Amazing. It was nicely packed, Everything was just perfect. Loved it🥰💕"
positive,I received the parcel today. It was well packed and all items were intact. The seller was very cooperative and on request he shipped my order over night however daraz sent me this in 10 days. 5 🌟 for product 5 🌟 to seller
positive,i recieved my parcel today after one day of order...its really good product..i am very happy from quality of product same as mentioned picture..delivery service is also amazing.. perfectly packed no chance of damage carefully handled by rider..thank you so much to deliver it before time..will shop u again soon..
positive,It's really beautiful thank you much for this Lovely lamp I will buy again 🥰 thank you seller you are amazing and very polite ☺️
positive,Amazing quality and service. Just love the fact that they first show a picture draft of the lamp and then confirm the order. I think it's a great thing to avoid any mishaps.😍
positive,"its very beautiful,reasonable price and size is good,And seller is good conversion thanks daraz and Bali advertising"
positive,I received the parcel on time. Didn't expect this speedy delivery 😃 And the lamp is so beautiful 🤩❤️ my brother's gonna love it ❣️ perfect gift...
positive,Thank you ❤️ Daraz and Thank you the seller. The seller very nice person and listened my every instruction. 💯 Recommended the seller. Best response and quick. The design as you want. 😊 I am satisfied customer. 😊 Again thank you ❤️ ❤️ Seller.
positive,Assalam o alaikum ....Today i receive my parcel nd its amazing i can't explain in my word its osm❤❤
positive,very nice I like it but the price is bit high fast delivery😍🙂☺
positive,I ordered this for my friend. I love it. It's same as pictures
positive,Glass plate is loose in lamp fitting packing is good. Dilver timely overall good experience.
positive,Alhamdullilah satisfied received my parcel it is very beautiful i love it thank u daraz💕🥰
positive,Delivered in 2 days very fast response Every thing quality So good and affordable ☺️❤️
neutral,Good product overall.. Finishing can be improved.
positive,Excellent product fast delivery packed nicely and seller is very cooperative
positive,Beautiful as pictures. Perfect gift for your loved ones. Highly recommended
positive,That's very beautiful...looks very charming.. thanks daraz for trust
positive,"Awesome product, has brightness control, different colors and modes, an extendable frame, and has a USB type A cable."
neutral,"The colours are really good but you didn’t send me the base of this lamp, now tell how I’m gonna make it stand 😠😠"
neutral,Overall Ok but the transparent material is not with a good finish and has large scratches which also disturbs the smoothness of light on the wall! Thinking of place some buff on it! Yet recommended for this price range
positive,"Best sunset lamp on daraz in very low price as compared to market, quality is satisfactory and delivery is very fast packaging is awesome overall very good experience thanks to Daraz and also thanks to Sherice store very nice thanks so much"
positive,Very very nice sunset lamp it has many different shades and colours it looks very beautiful and it provides aesthetic vibes. Really a cool gadget must purchase it highly recommended 10/10 from my side really amazing service
positive,Omgggg it’s hereeeeee I’m so happy to have this sunset lamp in my room It changed half of the look of my room It looks aesthetic and I love it Thank u sooooooo muchhhh seller for honest product The lamp is genuinely amazing Ya’ll should give it a try It’s just fabulous JazakAllah daraz And JazakAllah SHERICE I will shop again InshAllah so please bring more cool stuff to your shop 🫰
positive,Very good Product ❤️...Best product with best and Fast delivery...Thnkew Daraz❤️❤️May Allah Give U More Success Ameen😊❤️
negative,Very small in size
negative,I paid extra for light blue but this seller always cheats on color. I like his low prices but this is the 6th time my experience is ruined as seller stays color blind to customer's choice of color.
negative,Ordered blue. Received purple. Smaller than advertised. If color is not available then remove it from the list. Ignorant people
negative,"This company is fraud, I ordered big size laundry baskets but they send me smallest ones. I called they company for claim they talked in such an unprofessional way you can't even imagine. They didn't bother to own it."
negative,it's not good you send very small size basket.. you should mention size
negative,Size is very small Smaller then excepted In same prices you can get 3 pieces wali deal us ka size small ha lakin vo 3 han Same price may small size wali ya 1 ha Not even satisfactory
neutral,Quality and product wise it's good but flimsy but I guess given the cost that's acceptable. I'm giving a low rating because I checked if red colour was available and they said it was and I ordered right away and I still received blue. Lying and cheating is just not acceptable. I will never buy from them again because they are not reliable.
negative,"Worst experience, i ordered two baskets and recieved only one basket."
negative,product is low quality size is too mini you can't use for laundry clothes
negative,"Ordered red, blue, pink and received 2 orange and 1 yellow. Not a single correct colour."
negative,"i ordered purple and blue basket, but they sent me purple and red. not happy with it at all!"
negative,Highly pathetic. Very small size compared to what is shown in the picture
negative,size of the item is so small that it cant be used for laundry purpose.
negative,received the wrong product.
negative,so small in size
negative,very small size i received.
neutral,The package came safely. but it was not Frakins packaging the local one. purple box. thus zero star for credibility. also the light is not very much bright. just a piece of decoration. unless you go into the mirror phir jakay kaheen light ka ahsaas hota hai. overall. okayish experience.
neutral,Good But they should alleast mention that power adaptor is required for using.
neutral,fine quality. . you can get this same product in 1200 from market. i get this in around 1700 delivery charges should be less. 300 is way to much
neutral,As described however the sticker is weak and it keeps falling
neutral,"the sticky tape is not good. they fall off again and again from my mirror, they do give extra ones. but the light is great"
neutral,lights are good. I like the 3 color option but only problem is they are a bit dim should've been more bright
neutral,Three stars is indicative of the value for money. I wasn’t expecting the product to be high quality but the light intensity is extremely poor. I’d recommend the seller to sell these as decorative lights.
neutral,Over all its okay but I was expecting a lil bit more brighter lights. Lights are not enough alone for make up needs
negative,Just a decorative piece. The light from LEDs is too low. Not recommended.
negative,"they look pretty but not bright enough, the function of twisting and shortening the wire wors but the more u twist the back comes off, overall product is eh...for this price i expected better"
negative,lights are dull. not strong as I was expecting. average quality.
negative,"The lights are not sticking , it falls everyday ."
neutral,light is very low... just ok to use
neutral,Well packed ..but lights are dim ..
neutral,Dim lights! not worth it
neutral,okay
negative,I have bought this product from another vendor on Daraz before and his quantity was better. The box was already open within the daraz parcel. the box is of extremely poor quality. Fitting of one of the LED Bulbs is loose and it wouldn't close no matter how much I press it.
negative,My lights are blinking. I tried many things but they kept blinking. I can not post a video here or else I would have showed it. What should I do now?
negative,Lights started felling off after two days. V low quality
negative,one blub is missing. bad package
negative,they are not chargeable. i amo disappointed after receiving because i thought they'll be chargeable lights.
negative,"Absolutely disappointed with the lights. Most of the bulbs came detached from the lights and I had to put them together before sticking them. Plus the keep on falling off every now and then , the light is not very bright and it's not worth the price... :("
negative,im disappointed with this purchase. my czn bought these through me. and she is shouting at me because these lights are dull and not at all as shown in pictures. currently i dnt have picture to attatch but im disappointed at this purchase and store. too bad service.
negative,Last time they sent Perfect lights and this time they sent color RNB lights disappointed totally :(
negative,v.bad experience with this... very dim lights and size also very small i'll don't shop again
negative,the lights are average. it's led bulbs and their intensity is low as compared to fairy lights
negative,Adhesive of v v low quality. All lights started falling after two days. Light is also dim
negative,please don't buy from this vendor
negative,Expensive item available in 800RS in local market.
negative,don't buy wastage of money.. brightness is zeroo
negative,Bad product with in a week lights get low n low
negative,Very low light. Not useful for dressing tables
negative,Worst experience didn't even work for a month
negative,It was pathetic! didnt work after 2 days
negative,"Too light, low intensity. Returned"
negative,"Useless product, just a toy"
negative,Low quality
negative,Disgusting product
negative,To much costly!!!
negative,Dead Product
negative,very poor paking was open and bulb also looks like repaire
negative,"Received damage and defective product, Music function is not working, Overall the product is not good,"
negative,there are scratches and damage on the speaker. remote is also not working properly. Only few buttons qre working
neutral,This is a really useful product but it arrived damaged. The speaker didn't work. I had to return the product bearing delivery and platform costs and to place the order again I have to bear those costs once again. the voucher I used to pay for this also gets wasted due to the poor quality check of the seller. This is why I want to rate the seller as one star only. Though the product itself is very cool.
negative,product is broken totally waste of money 0/10
negative,not working and alsoseems like used
negative,"My first order was awesome, but when i ordered same bulb again you have sended a faulted peice of bulb, it is not working iam very much disappointed from ur product ⚒️"
negative,it was faulty very first time when switched on fused and circuit breaker got off
negative,plz don't buy it and today's waste your money 😠
negative,getting a sound a consistent sound irritating
negative,packing is very low quality
negative,speaker is not working.
negative,damage received
negative,Extremely disapointed
negative,worst experience ever
negative,very small size canvases.. not recommended at all
negative,canvases were stained and dirty.
neutral,same quality as local ones but more expensive
negative,bad quality
neutral,we received only 4 it was supposed to be a 5 canvas packet quality is satisfactory. thanks for quick service 🙂
positive,all canvas are good satisfied ❤
neutral,Last time canvas clothe quality was excellent.. but this time not good but okay. .... please when you make customers never disappoint the second time purchasing....it's very bad when you break customer trust when customer trust you.
neutral,"not a good product i think prize was affordable but don't buy it for professional use its just for practice, very rough texture of the canvas and also loose fabric"
negative,my order was delivered on time but the quality of canvases were very low the single ones I ordered last time were nice but I have only used the largest one and the quality of wood was low as well
neutral,"These are not white canvases just painted white , otherwise packing and delivery was satisfactory"
neutral,Quality ws ok... Not properly stretched but i assume ok in ths price
neutral,Not bad.delivery timming is good but canvas wood is not Good
negative,canvas r not so good as compared to picture
neutral,Canvas was ok not good in size
negative,It was very loosely stitched
neutral,quality is fine
positive,Good quality
negative,i received my parcel today bottles are too much small not same as shown in picture not satisfied👿 price is too much
neutral,Came as exactly as I ordered but haven't tried yet so don't know the result
neutral,Quality is good but size is too small.
neutral,good job 👍 you should deliver fast otherwise everything is fine.
negative,the product is good but had so many problems with the delivery service it got lost 2 times in transit so had to order again wasting a lot of my time but it's not seller's mistake
neutral,"it has a very short working time around 10mins after mixing the resin with hardener, I wouldn't recommend it for you if you were to start a big project."
positive,3rd time purchasing n it gets better like 1st time I had half resin n was leaked. it was nicely packed this time n full
neutral,"The resin reached fine.. Just as shown.. However when i used it over a painted surface for coating it started concentrating in places leaving empty spaces ( i used a sufficient amount, not at all less) ... Had to give another coat to make it look better"
neutral,the product was same as it is shown just price was a lil bit higher than the real market.
positive,Received as shown in the picture.. Nicely packed..👍 Though have not use yet...
negative,3 star because Brock cap of hardener and spill in package
neutral,"one bottle is broke ,but the quality 8s good"
neutral,good ✨ ........ but it should be better
negative,Bubbles in both bottles
neutral,normal
neutral,ok
neutral,paint quality 😑 average but value of money brush good 😊 1 4 eraser ok glitter ok but half Bootle good in. 350.
negative,eraser and paint are good but all glitter are so poor all glitter are half bottle 😡😡😡😤😤 and I am very disappointed daraz
neutral,Bottles are too small brush is broken intentionally to make it fit in packaging but my brother is happy so satisfied
neutral,I am Just Satisfied with paints and paint brush 😔but the pakaging is great👍🏻 Anyways Thankyou Daraz 🌼
neutral,"Okay but not good, quantities are half in bottles."
neutral,Allover its good but paints are too small and 3 bottle of gillter are very less 😣this is heartbreaking for me ......
neutral,Glitter bottles half full. Small size paint bottles. Colors are good however.
negative,not satisfied
positive,Statify
neutral,There was no paintbrush in the package and also the amount of glitter ws so less but overall I am okay with the product but you should send me a paintbrush.
negative,you can see the original picture and what I got 😡😡
negative,it's not same 😕very disappointed 😔
negative,Very rheumatic store I didn't get what I asked for and this seller is making halal earnings in this bad way so disappointed.And he's not even replying to my message shame on you😡
negative,Quality achi hai lakin a5 size buht chuta hai copy say nhi chota
negative,Poor quality .. size is too small than as shown in picture
negative,Not good its so small
positive,it's really useful to cover the storge box and the quality is also good highly recommended thnx seller👍
positive,This product quality is very good. Essential one in Kitchen use.
positive,Good one. Quality is good and fresh material. Recommended
neutral,Seems alright but material and thickness seems bleak. But overall very good and seems durable. Thanks Daraz.pk and seller.
positive,"The 6 pcs kitchen silicone stretches seals for covering different crockery its a best gift for everyone, and these are well protection to all insects and flying insects specially for yours food items. I highly recommend for others."
neutral,"very good but one of them got torn while seperating from one another so one should be careful as due to hot season they were sticking to each other, better to keep in fridge before seperating them, otherwise very good and useful"
positive,I have bought two sets of these silicon lids. They are very thin and easily adjustable on bowls. They are transparent . And in this price I think not bad. You must buy this if you want some cheap lids.
positive,Amazing!!em just loving it❤️ these lids are very helpful and same as shown in the pic excellent quality i have a great experience with Daraz packed perfectly and delivered on time thnx to daraz and seller for sending me the best one totally recommend😇
positive,amazing product & quality in such price strongly recommended
positive,Perfect Products and Best Packin were like the same as the appearance is like a very perfect
positive,Beautiful product very flexible extreme quality
positive,parcel received excellent quality fully satisfied and totally recommended
positive,"amazing product a must buy household item for every kitchen.deliverd before estimated time,willcom to this store again for sure as their prices are very reasonable.thanx to the seller and daraz🙏🙏👍🙏👍🙏👍🙏"
positive,Best experience. The product is same as shown in the picture. It is an item much needed at home. Highly recommended to everyone. Thanks daraz🙂
positive,"Thanks for delivering these lids in a low price. last time when i ordered, one lid was cut. but this time each lid is in good condition. Fully recommended"
neutral,"Quality is average. the thing i dont like is, it have all colors in different led separatly so colors are not mixed. its should have all 3 colored led in single point for proper color mixture and combination"
positive,Very efficient service. Very useful things got same color. Quick delivery. Happy daraz shopping. Thanks
negative,"worst experience low and very cheap quality . .shame on you seller is fake, he sent me local quality all pieces are tear"
positive,"quality wise good product, delivery 🚚 with in 24 hours, useful for kitchen and fridge, thanks seller and daraz you build up my trust"
positive,The product is good. Quality are fine. It’s a nice and useful product. No hassle to you. I received the exact order and on time. Best product. Must order.
positive,"Looks good and strong. Timely delivered but the package was not packed nicely, the shape of product was not nice"
positive,"Good quality product received from seller, stretchable, easy to use and reusable. Plastic lid was same as described in pics, highly recommended"
positive,"Received my parcel today AlhumdulilAllah, one piece is damaged a hole in it. Overall quality of product is good in this price."
positive,"ASSALAM O ALAIKUM GREAT PRODUCT AND VERY VERY USEFUL IN KITCHEN I REALLY LIKE IT I AM ORDER TWO AND RECEIVED SAME AS SHOWN IN PIC, THANKS SELLER AND THANKS AGAIN DARAZ"
positive,I will recommend the seller because my shipping experience for the seller is awesome. They show product in add & they deliver same as it is..
positive,Wow wow wow quality
positive,"Very nice, excellent..! Very useful product indeed. Totally satisfied with my purchase. very good service by seller & daraz as well. Thanxxx 👍"
positive,Beautiful product and must have for the kitchen tooo. Ordered two. Completely satisfied. Definitely recommended product and recommended seller.
positive,Nice stretch seal to keep your products safe but didn't stretch too much. only good for circle bowls and shapes 👍👍
positive,"very very useful, total air tight and no spill out. thankyou seller and daraz. #recommended more."
positive,good product .very useful .very strong and long lasting .very strechy .receive 6 different sizes.
positive,a very very useful product to avoid smell in your fridge. material is also very good thnx daraz
positive,"received as shown, satisfied 👍"
positive,good silicone good quality
positive,it is a good product. came in good condition and on time. happy with the item thank you daraz.
positive,really nice product and useful product packing is very good I highly recommend this seller very fast and honest seller
positive,5/5👌👍.. thanku daraz
positive,original brand beautiful colour I like them very much thank you daraz
positive,original brand beautiful colour I like them very much thank you daraz
positive,"😊Seems good,, haven't used yet. Updated review after using: Its texture is so good and all the colors are beautiful. Its a bit small in size so need more, Overall its great🥰"
positive,Thanks for a good quality product 👌I like it
positive,good product .. does its job.. used almost 1 week didnt found any problem. when light comes it take time to on that protect from electric on off spark etc prob.. . it cant maintenan stable voltage but break over volt if comes..
positive,i ordered it and wasn't sure about it. But the product is simply amazing. It takes precautioary time
positive,Great Product. Very Useful and Helpful. Highly Recommended.
positive,Best Quality
positive,Seller is very cooperative
positive,Wao Wonderful Product and Reasonable Price
positive,Thanks to Seller for Providing Great Product
positive,Good quality product im so satisfied thnx daraz
positive,I received my parcel yesterday. It's very nice. Deliver in time .. same as shown in picture. I 'll Recommended. thanks seller thanks daraz.💖
positive,Amazing received as per shown
positive,Highly recommended this Seller
positive,Original Playstation seal
Neutral,The DVD was in good condition but the map was missing
positive,very nice seller it was pin packed love u all
positive,It's a very good game the cd came in such a good condition I'm personally very satisfied but I thought you can also play online but you have to pay money for that but I'll give 5 stars
Neutral,Basically looks same as original but material is lighter. Checked all buttons using phone camera and checked on TV as well. Seems to be working fine.
positive,I placed the order for this Samsung TV remote on 1st December and it was delivered to me on 4th December. The delivery was made on time. The packaging was very good. The remote is working perfectly. I will recommend others as well to buy from this seller.
positive,Thanks
positive,I got my item and I fully satisfied with my purchase. It works perfectly. Thank you daraz and seller.
positive,Super fast delivery
positive,Thanks seller and thanks Daraz
positive,The product is best in an affordable and economical price
positive,product quality is wonderfull
positive,Zipper Case Ki Quality Kafi Achi Hai. Fabric Be Achi Quality ka hai..  or bilkul same bhi Har lehaz sy PerFect ..dil sy bht bht  shukriyaa 😊🥰. Recommend
positive,I like your product so much I refer every customer for your product۔Your product is very good quality
positive,beautiful pouch seller behaviour is extremely gooood very cooperative seller thanks daraz and seller for sending me this beautiful pouch ❤️❤️❤️❤️
positive,this is my second  order very goood product sooo i order second time pouch is very goood and good space seller behaviour is very goood thanks daraz and seller ❤️❤️❤️❤️
positive,awesome quality
positive,Very good experience i like it in this price actually i ordered for my kid his picture also attached daraz should seee also his picture delivery was also fine
positive,Sane original product . Good product in this price but looks very delicate and breakable . Keep it out of reach of childeren. Got the product in 2 days
positive,P47 wireless Headphones is so good. Price ke hissab se bohat acha ha. Sound bhi clear ha. Quality bhi bohat achi ha. Bluetooth connected ha. Bohat acha laga. Delivery timing bhi bohat achi ha. Thank you so much. 10/10
positive,Very responsive seller. 100% accurate remote. Couldn’t find it in bazar. Mitsubishi only works with these remotes. Universal doesn’t work on them.
negative,Very bad quality and not working
positive,very good quality voice control perfect working 100% perfect working ready to pair
positive,Very Good Experience with Daraz. Good Seller .. Package Received on time.. Same as Shown In pictures.. Thanks Daraz
Neutral,Seems very good let’s see how it works
positive,I received real remote and that in very reasonable price
positive,Highly Recommended
positive,Product received with safe packaging working perfectly on my android device. Seller is highly recommended.
negative,working on my device. x96q .plastic  quality is very bad. 10 out of 4 . . marks.
negative,it seemed okay untill i charged the mi band
negative,The charging points is not working you can check picture one of them is in side that's why charging not working
negative,Mi Band 4 capsule barely fits in the charger. The design is entirely different from other reviewers. It doesn't charge with adapter
positive,Best Service i received as Shown in pics
positive,Reasonable price timely recived..
positive,Highly Recommended..
positive,Thank you again 💓💓 Daraz and seller
positive,Seller is so much good.
positive,He sent us a original product.Product is so much good.VR
positive,Seller response is so much good
positive,Everytime he answered responsively and timely
positive,Highly recommended.
positive,Mashallah it's very amazing product
positive,product is very good and the quality of lens is also good thanks to the seller
positive,It's a good replacement strap. Not as premium as the original one
positive,Original Product received at lower than market price. Exactly as it was described and ordered. Received my order just as expected. No issues in packaging or delivery. A*** service from the seller.
positive,Nice and good and perfect fit
positive,good product in cheap price
positive,Fits perfectly on my Mi band 7.
positive,these batteries are very good
positive,I was searching for these all over the internet and in the market. Couldn't find it. Thankfully
positive,Color is the same as shown. Quality is great
positive,Very soft material.Thank you
positive,Protected silicone case is very amazing 100%original seller i recommend this so please purchase the product and enjoy your time
positive,Very good airpods pro cover provides overall protection from scratching
positive,These straps are Incredible!
positive,I am amazed after inspecting the quality of these straps
positive,Thank you!
positive,It’s very good and decent as expected
positive,product is very amazing and seller is very honoured. delivery on timing and so fast thnks Seller .🥰
Neutral,strap quality is excellent. but the problem is it was not fitting on my watch.
positive,delivery On Time 🙂👍🙂👍🙂
positive,performance Battery 🔋🔋🔋🔋 Okay 👍👍👍👍
positive,Great experience. seller is very cooperative.
positive,also get the same product which i ordered. working perfectly. Will suggest everyone to buy there products without any doubts.
positive,Thanks seller for cooperating❤️❤️.
positive,💯 Recommended
positive,thanks seller thanks daraz received safely 👍 good batteries this is my 2nd order with low price thanks
positive,Good Quality
positive,Amazing product they are offering you 💯💯👍
positive,Superb sound quality 😍
positive,long wire length highly recommended
positive,reasonable price a must have product nowadays
Neutral,item is as described in the discription by the seller. item fit perfectly
Neutral,arrived on time. I wouldn't say it's the best material used. but for the price it's definitely good quality and serves the purpose well. arrived before given time. over all good experience
positive,Excellent product great protection for dust
positive,Ngl
positive,Wow 🔥100% Original Product
positive,It works on mobile but I buy for pc it does not works in pc.mic plugged but not work I see videos for solution but no work but it works in mobile
positive,Enhanced quality
positive,Good quality laser pen having quite long range.
positive,The product is useful and working
positive,really strong. cool thing to have. specially if u need to point stuff.
positive,Nice works
negative,Third class product sent without checking
negative,v bad low quality items.
negative,It is very bad
positive,daraz 👍 best app bohat achi Mili best quality
positive,excellent and as real as shown in photo
Neutral,average results but fine in this price
negative,No good quality
positive,it's amazing I love it please buy
positive,I love it and my advice to all of you is you should try it and it is very good in this price range please try it
positive,buht hee achi product Hy 💯 recommend
negative,very bad quality
positive,110% recommend Awesome Product
positive,this product is awesome. it helps me a lot with presentations in university.  i love it
Neutral,I purchased 3
positive,All are working best
positive,Slides selection
positive,I recommend all to purchase.
positive,Good build quality. same as in picture. havnt tried with power point yet
positive,Excellent working laser printer. Very beautiful product.  Exactly as shown in picture. Very advanced features and easy to understand and use.
positive,Excellent pro enjoyed it a lot. It has long ranges and high beams.
positive,It was great highly recommend
positive,customer service and support services from supplier is excellent. Result is fine.
negative,U send me the wrong item 😡 with no stand
positive,Absolutely genuine product.Recieved within 3 to 4 days.I will recommend using these.They are soft from inside.Love this product.
positive,It's a nice product. Soft and Smooth Touch on Screen. Easy to use. Made of fabric thread  make it washable. price is also fine.
positive,Awesome 😎 and Original Fulfilled by daraz . delivery i superior and faster. I am very happy 😁. thank you Daraz Online Shopping 🛍️ . and good luck for future 🙂
positive,Excellent product same as shown in pictures
positive,These are product is good but the prices are high. this is not which i wanted quality. if normally wants to use and you are satisfied with the price
positive,The product is as it is as shown in the picture and also the quality of the mic is very good. It is in my personal use and I enjoyed it because of its exclusive sound and a longer length which I does not expect with a collar mic
positive,Price ke hisab se parfect han Thanks daraz thanks k k collection store 🏬🏪 Thanks 👍
negative,the collar clip was broken  and also the mic did not work on my mobile huawei y7 prome . its just wasted my time as well money...
positive,Collar mic amazing item jo dekhaya us say acha dia thanks daraz and kk collection bohat acha mic hay clear voice recorde krta aur hamaysha meri videos bnanay k liay kam ata i am happy with this product i again buy this item thanks again daraz
positive,Excellent Grips. The smallest available sizes with dotted pattern on top providing extra grip. The quality feels really premium and durable. The grip does slightly touch the sides when pushing the entire stick but you’ll get used to it eventually. Perfect for protecting your analog sticks on the DualSense reducing wear and tear
positive,Satisfied
positive,Nice quality and looks amazing. The price is reasonable. Gonna buy more from this store in future.
positive,Nice quality good grip
negative,Nice product but I ordered 15 products but daraz send 1 product 1 time so 250 rs for 1 product 1500 for 15 product don't buy more than 2 bruhhhh....
positive,Received on time.. Was well packed... Quality of the cable is good... Been using it for 2 months...  Charging my watch like a pro..  Glad to buy the product
positive,👏 good quality good price
positive,Good Product recived on time thanks daraz
positive,This product quality is very good. l received my order into 5 days. daraz delivery  is very fast
Neutral,product is good new pack 100% working but not support to T500
positive,amazing product
positive,i  am totally satisfied
positive,good charging speed
positive,The product is just as described. At very reasonable price and great quality. Definitely recommended.
positive,very good product and working properly and delivered with in 3 days I recommend this seller thanks daraz and seller
positive,I loved the massager it is quite simple to use I recommend it❤️❤️❤️
positive,100% satisfied to buy from your store..very qualitative products you have..and this one is also amazing👍👍👍
positive,I got what I ordered.
positive,Good quality same as described
positive,Very good and conformable. Best packaging and avoid slippering and wetness. Recommended!
Neutral,if you want to see review  you have to subscribe my youtube channal named by savage fart and if i will complete 70 subscribers then iam going to make review video
positive,PUBG thumb gloves is good and comfortable Thanks to daraz and saller
positive,overall a good product
positive,very nice product ✅delivered on time  with warrenty card thank u so much seller highly recommended ✅
positive,First of  all to talk about the product it was amazing especially the quality of the product
positive,Good bluthooth speaker good in quality
positive,High quality audio up to 1 hour play time light weight and portable 32 gb card support and also 1 year warranty I suggested that you would have by the bluthooth speaker very good in quality and best
positive,The device is so tiny more than I imagined 😂 but got a loud sound 🔥
negative,The packing needs the be improved please the box was damaged on the way to me At least Bubble Warp it!! 😕
Neutral,Quality is amazing it doesn't feel like cheap plastic quality it's amazing feels good to hold in hand 😌
negative,please improve packing also there was no date mentioned on the warranty card I'm a little concerned about that :I
